recall_number,product_description,reason_for_recall,recalling_firm,classification,status,voluntary_mandated,distribution_pattern,code_info,product_type,city,state,country,recall_initiation_date,center_classification_date,report_date,event_id
F-1685-2022,"Sweetums 24% sucrose solution with preservative. Vials containing 1ml or 2ml of 24% sucrose in purified water.  Product is administered by drop using vials and tip allows controlled administration directly to tongue or buccal surface.  Product is only used in the hospital setting including the NICU.     -VPSU15032250, 1mL vial, bagged qty 250","Firm received complaints of leaking, black liquid, and black particulates in the product vials.","Clinical Innovations, LLC",Class II,Terminated,Voluntary: Firm initiated,Nationwide - all 48 states plus Washington DC and Puerto Rico.  Australia and United Arab Emirates (Dubai).,VPSU15032250 21029a 03/31/2023 VPSU15032250 21031a 03/31/2023,Food,Murray,UT,United States,20220719,20220901,20220907,90607
F-1284-2024,Charles Boggini Pink Lemonde; 1 or 5 U.S. Gallons,Products contain undeclared FD&C Red No. 40,Charles Boggini Company Llc,Class II,Terminated,Voluntary: Firm initiated,"CT, PA, NY, NJ, AZ, MI, IL, NV, CA",Lot/Unit Numnber: 1-017,Food,Coventry,CT,United States,20240329,20240603,20240612,94334
F-1532-2012,"KERRY, MELOBLEND 737, CODE:QO-05358, CONTAINS MILK,  Item # I7126.465,  Net Wt 50 Lb (22.68Kg)",Kerry has decided to voluntarily recall its lactic acid containing products because they are contaminated with  metal fragments.,Kerry Foods,Class II,Terminated,Voluntary: Firm initiated,"AZ, CA, MN, NV, NC, OR, IL, IN, MO, NE, OH, PA, TN, TX, WI.    CANADA, CHILE",0416205401,Food,Beloit,WI,United States,20120601,20120618,20120627,62019
F-1099-2014,"Grandpa's	,Red Skin Potato Salad,	2/5 lb.,		0 11596 51080 4,	11/22/2013 - 12/10/2013;  Grandpa's,	Red Skin Potato Salad,	12/16 oz,.	0 11596 14061 2,	0 11596 24061 9,	11/25/2013 - 12/10/2013;","Garden-Fresh Foods is recalling various cut vegetables,  ready-to-eat salads, slaw, spread and dip products sold under various brands and code dates manufactured prior to November 06, 2013  because they may be contaminated with Listeria monocytogenes.","Garden-Fresh Foods, Inc.",Class I,Terminated,Voluntary: Firm initiated,"IL, IN, MI, MN, MO, OH, PA, WI.","0 11596 51080 4, 11/22/2013 - 12/10/2013;  0 11596 14061 2, 0 11596 24061 9, 11/25/2013 - 12/10/2013;",Food,Milwaukee,WI,United States,20131107,20131218,20131225,66819
F-0978-2017,"Colon Therapy, bulk capsules","Pursuant to a consent decree that prohibits the company and its owners for marketing dietary supplements until they, among other things, recall and destroy the dietary supplements that have been manufactured or distributed since April 2, 2014, hire a cGMP expert and receive written permission from FDA to resume operations.",Sunset Natural Products Inc.,Class II,Terminated,FDA Mandated,"Products distributed to Florida, Nevada and the Dominican Republic","As persuant to the Consent Decree, the firm agreed to ""recall and destroy, under FDA's supervision, in accordance with the procedures provided in paragraph 6, ALL dietary supplements that were manufactured, prepared, processed, packed, labeled, held and/or distributed between April 2, 2014 and the date of entry of this Decree.""  The Decree was entered on September 25, 2015.    Known lots and expiration dates: Lot # 020514 Exp. Date 05/17, Lot # 030514 Exp. Date 05/17, Lot # 040514 Exp. Date 05/17, Lot # 140514 Exp. Date 06/17, Lot # 150514 Exp. Date 06/17, Lot # 440514 Exp. Date 05/17, Lot # 500514 Exp. Date 05/17, Lot # 510514 Exp. Date 05/17, Lot # 520514 Exp. Date 05/17, Lot # 530514 Exp. Date 05/17, Lot # 540514 Exp. Date 06/17, Lot # 550514 Exp. Date 06/17,  Lot # 560514 Exp. Date 06/17, Lot # 570514 Exp. Date 06/17, Lot # 580514 Exp. Date 06/17, Lot # 590514 Exp. Date 06/17, Lot # 600514 Exp. Date 06/17, Lot # 600514 Exp. Date 06/17, Lot # 610514 Exp. Date 06/17, Lot # 620514 Exp. Date 07/17, Lot # 020714 Exp. Date 07/17, Lot # 240714 Exp. Date 07/17,Lot # 250714 Exp. Date 07/17, Lot # 260714 Exp. Date 07/17, Lot # 270714 Exp. Date 07/17, Lot # 280714 Exp. Date 07/17, Lot # 290714 Exp. Date 07/17, Lot # 300714 Exp. Date 07/17, Lot # 310714 Exp. Date 08/17, Lot # 320714 Exp. Date 08/17, Lot # 330714 Exp. Date 08/17, Lot # 340714 Exp. Date 08/17, Lot # 350714 Exp. Date 08/17, Lot # 380714 Exp. Date 09/17, Lot # 390714 Exp. Date 09/17, Lot # 400714 Exp. Date 09/17, Lot # 410714 Exp. Date 10/17, Lot # 280814 Exp. Date 10/17, Lot # 290814 Exp. Date 10/17, Lot # 300814 Exp. Date 10/17, Lot # 310814 Exp. Date 10/17, Lot # 320814 Exp. Date 10/17, Lot # 230914 Exp. Date 09/17, Lot # 270914 Exp. Date 10/17, Lot # 081014 Exp. Date 11/17, Lot # 091014 Exp. Date 11/17, Lot # 020615 Exp. Date 07/18, Lot # 040615 Exp. Date 07/18, Lot # 170615 Exp. Date 07/18, Lot # 180615 Exp. Date 08/18, Lot # 390615 Exp. Date 08/18, Lot # 480615 Exp. Date 08/18, Lot # 160715 Exp. Date 07/18",Food,Miami,FL,United States,20151013,20161228,20170104,74054
F-0965-2018,Product Name 	Lot Number or ID     Premix Roasted Chicken 1258969	660025,"Griffith Foods, Inc. has initiated a voluntary recall of multiple products following a supplier's recall of Autolyzed Yeast Powder due to the presence of Salmonella.",GRIFFITH FOODS,Class II,Terminated,Voluntary: Firm initiated,"Domestic: IL, TX, VA, WI, OK, MS    Foreign: Canada",Product Name  Lot Number or ID     Premix Roasted Chicken 1258969 660025,Food,Alsip,IL,United States,20180314,20180323,20180404,79550
H-0264-2025,"FG20004 	Cucumber, Sliced packaged in poly bag, and cardboard case. 16 lbs per case",Potential to be contaminated with Listeria monocytogenes,AND GO CONCEPTS DBA SALAD AND GO,Class I,Terminated,Voluntary: Firm initiated,Arizona and Nevada,2514111  2514311,Food,Coppell,TX,United States,20250527,20250711,20250723,97011
F-1792-2013,"1) terrafina Natural Roasted Unsalted Pistachios, Net wt. 10 oz (283g) UPC 847938103201, 2) terrafina Natural California Unsalted Pistachios, Net wt. 13 oz (368g) UPC 847938063208, 3) terrafina Natural California Unsalted Pistachios, Net wt. 18 oz (510g) UPC 847938032051, 4) terrafina Natural California Unsalted Pistachios, Net wt. 20 oz (567 g) UPC 847938073207, 5) terrafina Natural California Unsalted Pistachios, Net wt. 7 oz (198g) UPC 847938003204.",Potential Salmonella contamination.,Terrafina,Class I,Terminated,Voluntary: Firm initiated,"NY, NJ, FL","Item numbers: 1) 9320 with Best before 7/1/2013 to 1/31/14,  2) S320 with Best before 7/1/2013 to 1/31/14, 3) M320 with Best before 7/1/2013 to 1/31/14,   4) L320 with Best before 7/1/2013 to 1/31/14, 5) R320 with Best before 7/1/2013 to 1/31/14",Food,Bronx,NY,United States,20130607,20130830,20130911,65497
F-2418-2015,"250cc White Plastic Container containing 120 capsules, labeled Natural Creations New Zealand Colostrum, Colostrum Supplement, MFG. FOR: Natural Creations, Woodbine, IA 51579, 712-647-1600",Natural Creations announces allergy alert and voluntary recall of New Zealand Colostrum dietary supplement due to unidentified allergen inclusion (milk).,Natural Creations Inc,Class II,Terminated,Voluntary: Firm initiated,"Distributed to 29 retailers nationwide.  No foreign, government/military/VA accounts.","Lot numbers: 1112301 (exp. 1/15) and 3102914 (exp.  2/17), all products with all expiration dates.",Food,Woodbine,IA,United States,20150508,20150609,20150617,71245
F-2106-2014,"Egg Noggin' Ice Cream. Manufactured by: Koogee-Queen Anne, LLC, d/b/a The Comfy Cow 2221 Frankfort Ave, Louisville, KY 40206.","During an FDA inspection the firm was notified that their bulk product lacked labels. Due to the lack of ingredient statement, the firm failed to declare direct allergens for the products. The products also lacked the declaration that they are packaged in a facility that processes peanuts, tree nuts, wheat, milk and eggs.","Koogee-Queen Anne, LLC",Class II,Terminated,Voluntary: Firm initiated,Distributed in the states of Indiana and Kentucky,1aEGG121113,Food,Louisville,KY,United States,20140410,20140709,20140716,68486
F-0341-2021,Tahina Sesame Paste packaged in 1lb and 2lb plastic jars and 10kg metal containers; UPC CODES 6215000382207,Product tested positive for Salmonella.,KAREEM MART INC,Class I,Terminated,Voluntary: Firm initiated,"The products covered by this recall may have been distributed to a distributor and retail stores in the following states: Illinois, Montana, Michigan, New York, North Carolina, Ohio, Pennsylvania, and Virginia.","Lot 1, DATE OF EXPIRATION 07-01-2022, numbers in firm systems are KH100P045, KH100P090, KH100M100",Food,Garden City,MI,United States,20210225,20210316,20210324,87438
F-0972-2019,Belgioioso CHEESE GORGONZOLA WHEEL HALF 8#,"The firm discovered that one of their coolers malfunctioned and the food was not held at an appropriate temperature.  Because the holding temperature could affect food safety, this food could be unsafe for consumption.",Sysco Charlotte,Class II,Completed,Voluntary: Firm initiated,"Product was shipped to GA, NC & SC.",SUPC #6545537,Food,Concord,NC,United States,20181101,20190219,20190227,81491
F-0749-2013,Zingerman's Bakehouse Hot Cocoa Cake Net wt. 3 LB; 1.25 LB,"Zingerman's BAKEHOUSE pastry labels were found  not identifying the source of butter and cream ingredients as milk; the source of flour as wheat, and lacking identity of soy allergen found in products.","Zingerman's Bakehouse, Inc.",Class II,Terminated,Voluntary: Firm initiated,Michigan and Ohio,none,Food,Ann Arbor,MI,United States,20121102,20121204,20121212,63640
F-1185-2017,"Vanilla Type Flavor, Nat & Art, NET WEIGHT: 22.68 KGS, FONA International, Inc., 1900 Averill road, Geneva, IL 60134",Possible contamination of product with Salmonella.,FONA Int'l,Class I,Terminated,Voluntary: Firm initiated,"IL, WI, NJ, TX, Canada (Ontario)","Product Code: 926.0357u Lot: H232292, H250103, H216039, H273051, H230038, H313064",Food,Geneva,IL,United States,20161207,20170109,20170118,75900
F-0120-2013,"Licorice Sticks sold under the following brand names:  1) Orange Patch Country Store Licorice Sticks, New Wt, 12 oz.  Packaged in plastic bag; 2) Desert Delite Licorice Sticks, New Wt, 12 oz.  Packaged in plastic bag; 3) 17th Street Market Licorice Sticks, New Wt, 12 oz.  Packaged in plastic bag; 4)  Flagstaff Farmers Market Farm Fresh Licorice Sticks, New Wt, 16 oz.  Packaged in plastic bag; 5) Farmers Market Licorice Sticks, New Wt, 8 oz., Packaged in plastic bag; 6) AJ's Fine Foods Licorice Sticks, New Wt, 16 oz.  Packaged in plastic bag; 7) Schneph Farms Licorice Sticks, New Wt, 8 oz.  Packaged in plastic bag; 8)  Carlo's Produce Licorice Sticks, New Wt, 16 oz.  Packaged in plastic bag; 9) Emery's Berry Patch Licorice Sticks, New Wt, 16 oz.  Packaged in plastic bag; 10) Ben Becnel's Fruit Outlet Licorice Sticks, New Wt, 8 oz.  Packaged in plastic bag; 11) The Country Store Licorice Sticks, New Wt, 12 oz.  Packaged in plastic bag; 12) Woody's SmokehouseLicorice Sticks, New Wt, 8 oz  and 12 oz.  Packaged in plastic bag; 13) Hubbell Trading Post National Historic Site Licorice Sticks, 8 oz; 14) El Rancho Marketplace Licorice Sticks, New Wt, 16 oz.  Packaged in plastic bag; 15) Jacob Lake Inn Licorice Sticks, New Wt, 8 oz.  Packaged in plastic bag; 16) S&T Enterprises Licorice Sticks, New Wt, 1 lb, Packaged in plastic bag; 17) Arizona Snack Company Licorice Sticks, New Wt, 12 oz,  Packaged in plastic bag; 18) Upchurch Candy Licorice Sticks, New Wt, 1 lb,  Packaged in plastic bag; 19) Power Road Farmers Market Licorice Sticks, New Wt, 1 lb, Packaged in plastic bag; 20) Mountain Top Licorice Sticks, New Wt, 8 oz,  Packaged in plastic bag; 21) Linn's Licorice Sticks, New Wt, 12 oz,  Packaged in plastic bag; 22) Rosabella's Garden Bakery Licorice Sticks, New Wt, 4 oz,  Packaged in plastic bag; 23) DiiIorio Farms & Roadside Market Licorice Sticks, New Wt, 8 oz,  Packaged in plastic bag; 24) Foster's Product and Corn Maze Licorice Sticks, New Wt, 12 oz,  Packaged in plastic bag; 25) Carleton Farm ProduceLicorice Sticks, New Wt, 8 oz and 12 oz,  Packaged in plastic bag; 26) High Valley Orchard Licorice Sticks, New Wt, 16 oz,  Packaged in plastic bag; 27) Murray Farms Licorice Sticks, New Wt, 1 lb,  Packaged in plastic bag; 28) Venison World.Com Licorice Sticks, New Wt, 8 oz,  Packaged in plastic bag; 29) Panorama Orchards, Inc. Licorice Sticks, New Wt, 8 oz,  Packaged in plastic bag; 30) Jay Country Store Licorice Sticks, New Wt, 1 lb,  Packaged in plastic bag; 31) Klicker's Licorice Sticks, New Wt, 16 oz,  Packaged in plastic bag; 32) Rosie's Farm Market Licorice Sticks, New Wt, 8 oz,  Packaged in plastic bag; 33) Stowe Mercantile Licorice Sticks, New Wt, 16 oz, Packaged in plastic bag; 34) Venice Gourmet Licorice Sticks, New Wt, 16 oz, Packaged in plastic bag; 35) Ragged Point Licorice Sticks, New Wt, 4 oz,  Packaged in plastic bag; 36) Rawhide at Wild Horse Pass Licorice Sticks, New Wt, 8 oz, Packaged in plastic bag; 37) Petty's Meat Market Licorice Sticks, New Wt, 8 oz, Packaged in plastic bag; 38) Fly High with Pax Snax Licorice Sticks, New Wt, 12 oz,  Packaged in plastic bag; 39) Bulk Foods Licorice Sticks, New Wt, 12 oz, Packaged in plastic bag; 40) Guantanamo Bay Gourmet Licorice Sticks, New Wt, 12 oz, Packaged in plastic bag; 41) Newport Harbor Gourmet Licorice Sticks, New Wt, 12 oz, Packaged in plastic bag; 42) Omni Resort Amelia Island Plantation Licorice Sticks, New Wt, 8 oz, Packaged in plastic bag; 43) The Big Easy Licorice Sticks, New Wt, 12 oz, Packaged in plastic bag; 44) Baker's Bay Associates Licorice Sticks, New Wt, 1 lb, Packaged in plastic bag; 45) Arizona Beagle Rescue Licorice Sticks, New Wt, 8 oz, Packaged in plastic bag; 46) Thomas Family Farm Licorice Sticks, New Wt, 4 oz, Packaged in plastic bag;",We were notified by American Licorice Co. through email that levels for lead above those allowed by the FDA were found during testing.  We have voluntarily recalled our entire product purchased from them for the required time range.,Lehi Valley Trading Co.,Class II,Terminated,Voluntary: Firm initiated,"US States: AZ, NJ, NM, NJ, TX, LA, CA, WI, WA, VT, GA, and FL.  No international distribution.","1) Lot 0080245 and 0082378; 2) Lot 0080004; 3) Lot 0078721, 0085067, and 0081239; 4) 0079221, 0087572, 0084904, 0085398, 0086739, 0087046, 0084165, 0080870, 0080624, and 0082512; 5) Lot 0081294 and 0084453; 6) Lot 0086594, 0085743, 0083970, and 0078875; 7) Lot 0082198; 8) Lot 0085611; 9) Lot 0084498 and 0087230; 10) Lot 0079267l; 11) Lot 0086428, 0084609, 0083481; 0080971, and 0082505; 12) Lot 0087053, 0085253, 0082141,12 oz lots: 0082104, 0087463, 0085694, 0081038, 0084133; 13) Lot 0082299, 0082831, and 0086308; 14) Lot 0086200; 15) Lot 0083767; 16) Lot 0079247, 0079882, 0079656, 0080974, 0080424, 0080162, 0082436, 0081929, 0082184, 0081669, 0081406; 17) Lot 0081455, 0087359, and 0085778; 18) Lot 0084625; 19) Lot 0080277 and 0085536; 20) Lot 0081641; 21) Lot 0087089, 0085763, and 0083603; 22) Lot 0081624; 23) Lot 0084818; 24) Lot 0083720 and 0085577; 25) Lot 0084051, 0084446636, and 0082785; 26) Lot 0082692; 27) Lot 0083835; 28) Lot 0082977; 29) Lot 0087130; 30) Lot 0081515 and 0086922; 31) Lot 0085107; 32) Lot 0087178, 0084560, 0085493, and 0083401; 33) Lot 0085201 and 0086876; 34) Lot 0086301; 35) Lot 0084388 and 0080814; 36) Lot 0080394 and 0082341; 37) Lot 0086413; 38) Lot 0085563, 0082279, and 0081286; 39) Lot 0082916, 0080326, 0082012, 0079777, 0085413, 0087392, 0084263; 40) Lot 081277 and 0079762; 41) Lot 0081875; 42) Lot 0085390; 43) Lot 0082072; 44) Lot 0086147 and 0079417; 45) Lot 0082142; 46)  Lot 0087501     Amounts distributed: 1) 24/12oz bags; 2) 36/12oz bags; 3) 120/16oz bags; 5) 72/8oz bags; 6) 48/16oz bags; 7) 24/8oz bags; 8) 12/16oz bags; 9) 24/16oz bags; 10) 24/8oz bags; 11) 60/12oz bags; 12) 72/18oz bags, 60/12oz bags; 13) 72/8oz bags; 14) 12/16oz bags; 15) 24/8oz bags; 16) 132/1lb bags; 17) 36/12oz bags; 18) 12/1lb bags; 19) 24/1lb bags; 20) 24/8oz bags; 21) 36/12oz bags; 22) 24/4oz bags; 23) 24/8oz bags; 24) 24/12oz bags; 25) 24/12oz  and 72/8oz bags; 26) 12/16oz bags; 27) 24/1lb bags; 28) 24/8oz bags; 29) 24/8oz bags; 30) 24/1lb bags; 31) 12/16oz bags; 32) 96/8oz bags; 33) 24/16oz bags; 34) 12/16oz bags; 35) 48/4oz bags; 36) 48/8oz bags; 37) -; 38) 36/12oz bags; 39) 81/12oz bags; 40) 24/12oz bags; 41) 12/12oz bags; 42) 24/8oz bags; 43) 12/12oz bags; 44) 24/1lb bags;  45) -; 46: 24/4oz bags;",Food,Mesa,AZ,United States,20120906,20121016,20121024,63206
F-0294-2024,"3 Gallon, plastic container of mint chip flavored ice cream","Undeclared wheat, soy and coconut",Katies Korner Inc.,Class II,Terminated,Voluntary: Firm initiated,OH,Manufacturing code: 230911033,Food,Hubbard,OH,United States,20230914,20231018,20231025,93090
F-3487-2017,"Whole Foods Smoked Whitefish Fillet, packed in bulk boxes.  Labeling states: Smoked on: 08/09/17, Sell Through: 09/04/17.  Smoked fish portions are placed inside of a box lined with a plastic bag, which is hand-tied when the box is filled.  Weights of each box vary.",Rushing Waters Fisheries is recalling 3 smoked fish products because they may have been underprocessed.,"Rushing Waters Fisheries, LLC",Class III,Terminated,Voluntary: Firm initiated,IL,"Lot #1139, Smoked on: 08/09/17, Sell Through: 09/04/17",Food,Palmyra,WI,United States,20170811,20170901,20170913,77944
F-0027-2020,Popchips Sour Cream & Onion Potato Popped Chips;  5 oz. bag and 8 oz. bag    UPC: 0 82666 50070 4 - 5 oz.            0 82666 77700 7 - 8 oz.,Some batches of PopChips may contain gluten levels that exceed the firms specification.,SONORA MILLS FOODS INC DBA POPCH,Class II,Terminated,Voluntary: Firm initiated,"Il, CA, CP. OR, TX, WA, TX, NV, UT, AZ and Canada and Kuwait.",8 oz. -AUG 0720;  5 oz. AUG  0620 - Popchips and Safeway;   AUG 0720; AUG 2820 - Popchips only.,Food,Playa Vista,CA,United States,20190910,20191009,20191016,83799
F-2517-2014,"Boku Super Food 3.0, Product Sizes: 10 oz.",Boku is recalling Super Food because it may be contaminated with Salmonella.,BoKU International,Class I,Terminated,Voluntary: Firm initiated,Online sales direct to customers,Lot No. FM06070714A,Food,Ventura,CA,United States,20140730,20140922,20141001,68938
F-0719-2019,"Pictsweet Farms Steam'ables Asparagus Spears  8oz. pouch, 10 per case  UPC 0 70560 97799 9   Frozen",Product was presumptive positive for Listeria monocytogenes.,"Hart Freeze pack, LLC",Class II,Terminated,Voluntary: Firm initiated,MI,Date codes: 2118XD and 2138XD   printed on pouch and outer cases  Best by dates: Jul 30 2020 and Aug 01 2020,Food,Hart,MI,United States,20181109,20181212,20181205,81548
F-0571-2022,"""Organic Baby Arugula"" (salad product) packed in 5oz. and 16oz. packages",potential to be contaminated with Listeria monocytogenes,Fresh Express Inc (Div of Chiquita Brands),Class I,Terminated,Voluntary: Firm initiated,"Products were distributed to 110 domestic distributors (in CT, IA, IL, IN, KY, MA, MD, ME, MI, MN, MO, ND, NH, NJ, NY, OH, PA, RI, VA, and WI) and 3 foreign distributors (Canada).",Z324-Z350,Food,Streamwood,IL,United States,20211218,20220122,20220202,89269
F-0156-2017,"Package contains a business card for ""***BAGEL SHOP***""    ""***Sesame Seed:  Flour, Filtered Water, Organic Shortening, Olive Oil, Malt, Sugar, Sea Salt, Yeast, Organic Sesame Seeds.***""    2 bagels per package - plastic bag with twist tie.",Undeclared wheat,Union Bagel Shop,Class II,Terminated,Voluntary: Firm initiated,"Products were only distributed to one retail store located in Grande, OR",None,Food,Union,OR,United States,20160407,20161014,20161026,73911
H-0193-2026,"Twin Sisters Creamery Whatcom Blue cheese, 2.5lb. round cheese wheel, made with raw milk and aged at minimum of 60 days. Ingredients: cultured raw cow's milk, salt, enzymes, penicillium roqueforti. Made in Ferndale, WA. www.twinsisterscreamery.com.",Raw milk Whatcom Blue cheese is recalled due to E. coli O103:H2.,"Twin Sisters Creamery, LLC",Class I,Ongoing,Voluntary: Firm initiated,Distributed in OR and WA,#450 Made on 5/27/2025 - Batch Code 250527B Sell by 2/21/2026 #452 Made on 6/10/2025 - Batch Code 250610B Sell by 3/7/2026 #454 Made on 6/18/2025 - Batch Code 250618B Sell by 3/15/2026 #455 Made on 6/24/2025 - Batch Code 250624B Sell by 3/21/2026 #456 Made on 7/01/2025 - Batch Code 250701B Sell by 3/28/2026 #459 Made on 7/22/2025 - Batch Code 250722B Sell by 4/18/2026   Letter B indicates product is Whatcom Blue.,Food,Ferndale,WA,United States,20251024,20251119,20251126,97880
F-1608-2024,"Dolcezza Peanut Butter Stracciatella Gelato 16 fl oz/1 pint, UPC 857838006090. Packaged in paper containers, 8 containers per case.",Possible contamination with Listeria monocytogenes,"Totally Cool, Inc.",Class II,Terminated,Voluntary: Firm initiated,Distributed nationwide.,All Best By Dates Between: 05/20/24 to 06/20/25 Plant Code: 24-65,Food,Owings Mills,MD,United States,20240613,20240801,20240807,94829
F-1989-2014,"Arena Ethnobotanicals and Kratom Pro, sizes: 1oz, 4oz, and 8oz.","Prep Enterprises is recalling Captain Kratom, Arena Ethnobotanicals and Kratom Pro products because they may be contain Kratom (mitragyna speciosa).",Prep Enterprises Llc,Class II,Terminated,Voluntary: Firm initiated,"The products were sold to wholesale distributors in the following states: Alabama, Arizona, California, Texas, Washington, Nevada, New York,  Illinois, Missouri, Kentucky, Florida, Oklahoma, Idaho, Colorado, Wisconsin, Massachusetts, and Ohio.    Wordwide to Canada.",,Food,Carlsbad,CA,United States,20140501,20140602,20140611,68164
F-0489-2020,"Nestle Toll House Oatmeal Raisin Cookie Bar (16.5oz), UPC 050000062195",Potential presence of food-grade rubber pieces.,Gerber Products Company dba Nestle Infant Nutrition,Class II,Terminated,Voluntary: Firm initiated,All consignees are in the US,"BATCH CODE(S): 9196, 9214, 9226, 9235, 9253    Batch Code date Breakdown: YDDD Y-Year (2019)  JJJ: Julian date (189)",Food,Arlington,VA,United States,20191030,20200109,20200115,84172
F-2305-2017,"AUNT JEMIMA(R) 14 BLUEBERRY WAFFLES, NET WT 17.18oz UPC 019600062202",Potential for Listeria monocytogenes contamination,"Pinnacle Foods, LLC",Class II,Completed,Voluntary: Firm initiated,Nationwide,ALL,Food,Parsippany,NJ,United States,20170505,20170605,20170614,77197
F-2209-2019,PitaPal Edamame Dip with Pretzels 4.1 oz. UPC 851351007091 packaged in Clear tub with clear lid with green rim.,Product has potential to be contaminated with Listeria monocytogenes,Pita Pal Foods LP,Class I,Terminated,Voluntary: Firm initiated,Nationwide throughout the US,Use By: 07/25/19 thru 9/18/19,Food,Houston,TX,United States,20190715,20190916,20190925,83343
H-0068-2026,"Cut Fresh Fruit Mix.  Contains:  Cantaloupe, Honeydew, Pineapple, and Red Grapes.  Keep Refrigerated. Packed under the following brands and sizes:    1.  Fruit Mix CHPG (MCT) 1/5 lb.   2.  Fruit Medley ""HC"" 24/8 oz.  Harvest Cuts  UPC 7 90629-08008 7.   3.  Fruit Mix CHPG (PAIL) 1/5 lb.  UPC 7 90629-11369.    Packed by WPS, Minneapolois, MN",Potential Listeria monocytogenes contamination.,WHOLESALE PRODUCE SUPPLY LLC DBA,Class I,Terminated,Voluntary: Firm initiated,"IA, IL, ND, NE, WI","1.  Lot Number:  X0924992, Expiration 10/5/2025, and Lot Number:  X0924992, Expiration 10/5/2025.   2.  Lot Number:  X0925250, Expiration 10/4/2025.   3.  Lot Number:  X0924991, Expiration  10/5/2025.",Food,Minneapolis,MN,United States,20250926,20251015,20251022,97709
F-1613-2017,"Ground Turmeric packaged as follows:  a) FOOD LOCKER(R) , 16 oz, PHENIX FOOD SERVICE, PHENIX CITY, AL  36867  b) Ground Turmeric, Net Wt. 4 oz.,",The firm received a notice from their supplier that a sample of ground turmeric was tested and found to have elevated levels of lead.,J M Exotic Foods Inc,Class I,Terminated,Voluntary: Firm initiated,"GA, AL","a)  Lot number:  16110118  b)  Lot numbers:  16131185, 16165184",Food,Moody,AL,United States,20160802,20170316,20170322,74866
H-0328-2026,"Celebration Herbals Senna Leaf Herbal Tea 24 Teabags, net wt. 1.48oz. UPC 628240201829",possible salmonella,CELEBRATION HERBALS US,Class II,Terminated,Voluntary: Firm initiated,"FL, IN, MA, MI, MS, NY, PR, WI",Lot code: 251004 BB: 2028-Oct-29,Food,Lockport,NY,United States,20251125,20251219,20251224,98115
F-0133-2013,"Garden Highway, Chef Essentials, Mango Salsa, Net Wt  7 oz, UPC 8.26766-42208.1, Ingredients: Mango, Lime Juice, Red Onion, Mint, Jalapeno Pepper, Packed in It's Own Juice","In cooperation with the FDA warning to not consume mangoes from Agricola Daniella, Mexico.  FreshLine of Indianapolis, Indiana, has initiated a voluntary recall of a limited quantity of expired products that contain fresh-cut mangoes due to the potential risk that the mangoes may contain Salmonella.","Caito Foods Service, Inc.",Class I,Terminated,Voluntary: Firm initiated,"4 Distributors in WI, IN, IL, CA with further nationwide distribution to retail stores","Item  382987,  Best By 8/04/2012- 09/16/12",Food,Indianapolis,IN,United States,20120915,20121017,20121024,63193
F-0542-2014,"Garden-Fresh Farm Stand Pasta Salad,Product Code  0 11 11596 52204 9, 1/5 lb","Garden-Fresh Foods is recalling various ready-to-eat salads, slaw, and dip products sold under various brands and codes because they may be contaminated with Listeria monocytogenes.","Garden-Fresh Foods, Inc.",Class I,Terminated,Voluntary: Firm initiated,"CA, IL, IN, MA, MI,MN, MO, OH, PA, WI.",0 11 11596 52204 9= 10/30/2013 - 11/20/2013    ; ;,Food,Milwaukee,WI,United States,20131030,20131202,20131211,66677
F-1530-2024,Diamond Shruumz Chocolate Bars Dark Chocolate UPC 755003858829,Toxic levels of muscimol,"Prophet Premium Blends, LLC",Class I,Terminated,Voluntary: Firm initiated,"U.S. distribution to the following: AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, PR, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY  No foreign distribution.",All lots or best buy dates and any products that do not have any lot codes or best buy dates.,Food,Santa Ana,CA,United States,20240627,20240730,20240807,94869
F-0711-2015,"Odwalla Chocolate Protein Shake, 15.2 fl. oz, and 32 fl. oz bottles, Distributed by: Odwalla, Inc., Dinuba, CA 93618.",There is the potential that some of the bottles could exhibit spoilage before end of shelf life.,Coca-Cola Company  (The),Class II,Terminated,Voluntary: Firm initiated,U.S. Nationwide,"UPC: 014054 13505 2, Production Date: 09/19/14 and 09/20/14, Best By Date: DEC 18 14 and DEC 19 14 (15.2oz) and UPC: 0 14054 13504 5, Production Date: 09/13/214 and 09/14/14, Best By Date: DEC 12 14 and DEC 13 14 (32.0 oz)",Food,Atlanta,GA,United States,20141023,20141212,20141224,69801
F-0164-2022,"Carolina Ingredients Smoked Peppered Bacon Seasoning Mfr. By: Carolina Ingredients, LLC Rock Hill, SC 29730",The firm was notified by their customer of possible lead  in their products. The firm sent samples of the product to a lab,Carolina Ingredients,Class II,Completed,Voluntary: Firm initiated,All product was shipped to one customer in GA.,Fill in,Food,Rock Hill,SC,United States,20211007,20211115,20211124,88833
