status,city,state,country,classification,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,termination_date,report_date,code_info,more_code_info
Terminated,Manchester,CT,United States,Class I,Food,70423,The Spicemill LLC.,191 Adams St,N/A,06042-1919,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Product was distributed in the State of CT.,F-1796-2015,"Cajun Seasoning, 4 oz., UPC: 811267011735.  Product is packaged in a plastic bottle with a black flip-top lid.",102 bottles,Product may contain undeclared peanut protein.,20150128,20150330,20150413,20150408,"Lot Code:  1432421, Best By: 12/16,1/17",
Terminated,Buffalo,NY,United States,Class II,Food,87025,Rich Products Corp,1 Robert Rich Way,,14213-1701,Voluntary: Firm initiated,E-Mail,"OK, MO, NC, MS, LA, KS",F-0193-2021,"OUR SPECIALTY; Cake Truffles; Variety; Chocolate; Cookies 'N Creme; NO: Artificial Colors, Flavors, or High  Fructose Corn Syrup; Net Wt. 19.5 oz(1 LB 3.5 oz) (552 g)",589 cases,Product contains undeclared wheat.,20201222,20210105,20210430,20210113,UPC: 87574 55501   Lot: C189 0239,
Terminated,Duarte,CA,United States,Class II,Food,75169,Federico's Bakery,1860 Evergreen St,N/A,91010-2906,Voluntary: Firm initiated,Letter,CA,F-2617-2016,"Federico's Mexican Cookies Excelente Variedad, Net Wt. 21oz, 10packs/case, UPC 9154450521.","9,520 units",Federico's Bakery is recalling Mexican Cookies because it contains undeclared milk as the sub ingredient for butter.,20160912,20160927,20170127,20161005,none,
Terminated,San Angelo,TX,United States,Class II,Food,64721,"Decoty Coffee Company, Inc",1920 Austin St,,76903-8704,Voluntary: Firm initiated,Letter,"Mainly in TX, but internet sales were nationwide.",F-1276-2013,"Taco Seasoning, Net Wt. 1.25 lb and 5.75 lb. Distributed by Decoty Coffee Company, San Angelo, TX 76903, 800-588-8001. The products come in 1.25lb and 5.75lb sizes and are distributed in plastic spice containers with resealable lids.",205 of the 1.25 lb and 310 of the 5.75 lb,"Recently, DeCoty Taco Seasoning, 1.25 lb (Lot numbers 010111-021313) and 5.75 lb (Lot numbers 010111-021313), were recalled for the undeclared ingredient Soy. Tests show that these lot numbers of this product also contain the undeclared ingredient Wheat Gluten, therefore represents a potential health hazard.",20130325,20130328,20130618,20130403,The item code numbers are 71400 (1.25 lb) and 71410 (5.75 lb) with lot numbers from 010111 through 021313.,
Terminated,Golden Valley,MN,United States,Class I,Food,90290,General Mills James Ford Bell Technical Center,9000 Plymouth Ave N,,55427-3870,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","CA, GA, LA, MI, MO, NH, NJ, NY, OR, PA, TX",F-1280-2022,"dibz Lunch Blox.  Entree, Grain, Veggie, Fruit",20 units,Potential Salmonella contamination.,20220522,20220608,20230217,20220615,"Lunch ID's:  1016.2, 1017.3, 1025.1, 1026.2, 1026.3, 1029.2, 1029.3, 1032.3, 1032.4, 1033.1, 1034.3, 1034.4, 1035.1, 1036.4. 1036.5, 1038.3, 1042.1, 1046.1, 1050.2, 1051.2",
Terminated,Winston Salem,NC,United States,Class I,Food,65142,Dairy Fresh LLC,2221 N Patterson Ave,N/A,27105-6036,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","FL, GA KY, NC, OH, PA, SC, TN and WV.",F-1526-2013,"IGA Brand Vanilla & Chocolate Ice Cream, 1.75 Quart","10,050 cartons","Undeclared allergens: Almonds, Coconut, Soy Lecithin",20130508,20130612,20140508,20130619,"UPC #4137046131, Plant Code 3783, Sell by dates: 06-08-13  07-19-13, 08-02-13, 08-13-13 and 08-27-13.",
Terminated,Lakeland,FL,United States,Class I,Food,64493,"Publix Super Markets, Inc.",3300 Publix Corporate Pkwy,N/A,33811-3311,Voluntary: Firm initiated,E-Mail,Florida,F-1181-2013,Publix 7 inch Chocolate with Chocolate butter cream layer cake  Scale ID Number * 002-95954-00000 *The last five digits of the scale ID number contain the unit price. For example $4.99 would have the last five digits ending 00499.,N/A,Maplehurst Deli-Bake South Inc. the cake supplier notified Publix Super market of a contamination with Listeria Monocytogenes on 11/15/2012.,20121115,20130313,20130517,20130320,"Recalled products were distributed from November 11, 2012 through November 15, 2012.",
Terminated,Newark,NJ,United States,Class II,Food,75185,"PAO DE MILHO III, LLC",12-24 Jabez St,N/A,07105-3082,Voluntary: Firm initiated,E-Mail,NJ,F-2620-2016,"Triana Family Brioche Donuts Bavarian Cream Net Wt. 0.75 LBS (340 g)  12 -24 Jabez St., Newark, NJ 07106 UPC 000260003995    packaged in a clear plastic clam shell container",60 units,Brioche Donuts- Bavarian Cream contain undeclared FD&C yellow #5 and FD&C yellow #6.,20160830,20160928,20170314,20161005,9/13/2016,
Terminated,Mc Arthur,OH,United States,Class II,Food,71962,Garden Harvest,62969 US Highway 50,N/A,45651-8410,Voluntary: Firm initiated,E-Mail,"Product was shipped to the following states: OH, FL, WV",F-0490-2016,"Keim's Garden Harvest pickled zesty mustard eggs Ingredients: eggs, water, vinegar, sugar, salt***yellow #5, red #40*** Manufactured by: Keim's Garden Harvest (937) 515.4518 2232 Honeysuckle Lane Wellston OH 45692 1 PT (17 oz 502 ML) UPC 6 09788 83464 9, 32 oz 6 09788 83459 5",44 cases,The firm was manufacturing acidified foods without a license.,20150812,20160114,20190226,20160120,All Codes,
Terminated,Schenectady,NY,United States,Class II,Food,65557,Price Chopper Golub Corperisable Warehouse,501 Duanesburg Rd,N/A,12306-1058,Voluntary: Firm initiated,E-Mail,"Price Chopper stores in NY, NH, MA, VT, PA and CT.",F-1749-2013,"Jacqueline's GOURMET COOKIES Raspberry Burst Cookies, Net Wt. 11 oz (8 units in total) packed in clear plastic with white labeling---Shelf life is 12 months frozen and 7 days after baked.","112, 536 cookies packaged into 14,067 11 oz packages",Undeclared Milk allergen,20130621,20130725,20170501,20130731,"Store Item Code: 3552393, UPC:4173522009   Lot Numbers: PB18363-4, PB18363-5, PB18363-6, PB18363-7, PB18363-8, PB18363-9, PB18363-15, PB18363-16, PB17833-3, PB18325-3, PB20781-3, PB20781-4, PB20781-5, PB20781-6",
Terminated,American Fork,UT,United States,Class II,Food,85963,BUILT BRANDS LLC,708 S 500 E,N/A,84003-2587,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide in U.S. and Canada.,F-1035-2020,"Banana Chocolate Creme Chocolate covered protein bars, packaged in metalized polypropylene wrappers, packed in 6 count to 18 count boxes, net wt. ranges from 53 to 58 grams.","79,500 bars",Products may be moldy prior to the end of the stated shelf life.,20200624,20200728,20220309,20200805,"2004524, date 20045, Expiration 10/14/2020;  2005724, date 20057, Expiration 10/26/2020;",
Terminated,Coon Rapids,MN,United States,Class I,Food,67806,Parkers Farm Inc,9250 Holly St NW,N/A,55433-5800,Voluntary: Firm initiated,E-Mail,Nationwide.  No distribution outside the US.,F-1852-2014,Cheddar Cheese Ball and Logs sold under the following sizes and brands:    1. Aldi label in 10 ounce balls (1087 / #7713) in film overwrap;     2.   Win Schuler Original label in 10 ounce balls (55560) and logs (55570) in film overwrap; 3. CP in 8 ounce cheese logs (CH111000) in film overwrap.,"369,840 total cases for all varieties","Various Peanut butters, cheese spreads, cold pack cheese, salsa, cheese balls/logs have the potential to be contaminated with Listeria monocytogenes.",20140321,20140416,20151021,20140423,Sell by Date before 3/20/2015,
Terminated,Chicago,IL,United States,Class I,Food,92423,"Newly Weds Foods, Inc.",8550 W Bryn Mawr Ave,Suite 100,60631-3222,Voluntary: Firm initiated,Letter,"ALABAMA, ARKANSAS, CALIFORNIA, COLORADO, FLORIDA, GEORGIA, ILLINOIS, INDIANA, IOWA, KANSAS, KENTUCKY, LOUISIANA, MICHIGAN, MINNESOTA, MISSISSIPPI, MISSOURI, MONTANA, NEBRASKA, NEW JERSEY, NEW YORK, NORTH CAROLINA, OHIO, OKLAHOMA, OREGON, PENNSYLVANIA, TENNESSEE, TEXAS ,WISCONSIN.  CANADA.",F-1028-2023,A21470	BATTER MIX X1	50.00	BAG,"6,465,115.78 pounds Total",Products may contain Salmonella,20230526,20230705,20240723,20230712,SE012523A SE110222C SE110722A,
Terminated,San Leandro,CA,United States,Class I,Food,61893,Santos Inc.,1188 Montague St,N/A,94577-4334,Voluntary: Firm initiated,Letter,Distributed to retail markets in Northern California.,F-1467-2012,"Santos Brand, Garam Masala (Indian Spice Mix) packed in clear plastic bags,  7 ounces, 16 ounces",N/A,"The recall was initiated after it was discovered during a routine inspection that the products i.e. various kinds of flours, legumes and spices were cross packaged on shared equipment with peanuts and wheat flour.  The products i.e. various kinds of flours, legumes and spices were distributed in packaging that did not reveal the presence of peanuts or wheat, but may contain traces of it.",20120518,20120618,20130925,20120627,There is no UPC code/lot code/expiration date on products.,
Terminated,Inglewood,CA,United States,Class II,Food,88824,Chocolate and the Chip,705 Vesta St,N/A,90302-3316,Voluntary: Firm initiated,Press Release,Nationwide distribution,F-0037-2022,"Chocolate & the Chip  Peanutbutter Spice Cookies: 4 oz / 114 grams per pack. Cookies are packaged in uniform pairs in a food grade clear resealable bag and label  Corrected Ingredients:  Ingredients: All purpose flour (bleached wheat flour, malted barley flour, niacin, reduced iron, ascorbic acid, thiamin mononitrate, riboflavin, folic acid, ascorbic acid) unsalted butter (pasteurized cream, natural flavorings), eggs, semi sweet chocolate chips (sugar, chocolate, cocoa butter, milkfat, soy lecithin, natural flavors), light brown sugar, white granulated sugar, peanut butter (Roasted peanuts 91.5% Dextrose - 6% Hydrogenated vegetable oil (rapeseed, cottonseed, soybean) - 2% Salt - .5%), cinnamon chips (Sugar, partially hydrogenated palm kernel oil, cocoa powder, natural and imitation cinnamon flavor, salt, soy lecithin, and vanillin, pure vanilla extract (vanilla bean extractives in water and alcohol), Himalayan salt, baking soda (sodium bicarbonate), instant decaf coffee (decaffeinated instant coffee, caramelized sugar), cinnamon, salt flakes. Contains: wheat, milk, eggs, soy, tree nuts (peanuts)   Labels found during the inspection had undeclared wheat, milk, soy. Firm had listed ingredients on packaging but what was missing were the sub ingredients and allergen containment.",3000 units (total),Inspection by the California Department of Public Health found undeclared allergens in numerous bakery products.,20211005,20211020,20211130,20211027,"Product manufactured from July 1, 2021 to 9-30-21.",
Terminated,Cullen,VA,United States,Class II,Food,93957,"Country Corner Dairy, LLC",3005 County Line Rd,N/A,23934-2041,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","The recall product was distributed to the following states : MD, VA",F-0913-2024,"Fresh Local , Country Corner Dairy,  YELLOW COLBY CHEESE, INGREDIENTS: Pasteurized Milk, Salt , Rennet, Calcium Chloride,  Cheese Culture, Contains Milk. Product comes in various sizes, 6 oz. up to 42 lbs. and is in vacuum sealed plastic packaging.",6605 lbs. total,Product was made with a lack of proper pasteurization.,20240201,20240222,20240325,20240228,100923,
Terminated,Algoma,WI,United States,Class II,Food,78982,Wienke LLC,292 County Rd S,N/A,54201-9442,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","AL, AK, IA,, IL, MI, MN, OR, PA, UT, WI",F-0736-2018,"Wienke's Market Strawberry Raspberry Jam, Net Wt. 8 oz (226g), UPC 14106-00235.    Refrigerate after opening.  Ingredients:  strawberries, raspberries, sugar, pectin.","41,646 total jars (2016); unknown (2017)",Jams and Jellies are made with butter which is not declared on the label.,20180119,20180202,20181010,20180214,"Jams and Jellies produced prior to January 17, 2018",
Terminated,Houston,TX,United States,Class I,Food,75061,"Country Fresh Products, LLC",2008 Ww Thorne Blvd,N/A,77073-3302,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","AL, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA and WV.",F-0845-2017,"Harris Teeter, Kabob Kit 23oz",N/A,Products may be contaminated with Listeria monocytogenes.,20160825,20170105,20170123,20170111,"BEST IF USED BY dates between August 11, 2016 through August 17, 2016.",
Terminated,Warren,MI,United States,Class I,Food,84660,"Lipari Foods Operating Company, LLC.",26661 Bunert Rd,N/A,48089-3650,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","The products were distributed exclusively by Lipari Foods in Warren, Michigan to food service and retail stores throughout Alabama, Florida, Iowa, Illinois, Indiana, Kentucky, Maryland, Michigan, Minnesota, Missouri, Ohio, Pennsylvania, Tennessee, West Virginia, and Wisconsin.",F-0656-2020,"Premo and Fresh Grab Chicken Salad Wedge Sandwich, 5 oz., UPC: 612510002032","203,881 Sandwiches Total",Products recalled due to potential contamination with Listeria monocytogenes,20200106,20200206,20200818,20200212,All product with Best By date of 2/6/20 and prior,
Terminated,Cedar Rapids,IA,United States,Class III,Food,72083,Iowa Select Herbs LLC,2347 Blairs Ferry Rd NE,Suite 2,52402-1998,FDA Mandated,Press Release,"The recalled product was distributed to retail stores in CA, FL, GA, IA, MI, MO, MT, NY, and SC and consumers nationwide and internationally in Denmark, Canada, UK, Australia, and Serbia.",F-1154-2016,"Iowa Select Herbs LLC, Burdock Root, www.iowaselectherbs.com, 4 fl. Oz.., Cedar Rapids, IA 52402",24 bottles,"Pursuant to a consent decree for injunctive relief the recalling firm was ordered to recall all products because they are misbranded, unapproved new drugs and adulterated dietary supplements.",20150911,20160502,20170227,20160511,"Lot - 20771, Expires - 04/2020",
Terminated,Barronett,WI,United States,Class II,Food,87244,Barron County Organics,796 29 3/4 Ave,N/A,54813-9470,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",MN and WI,F-0302-2021,"20 Mile Rhubarb, Organic Frozen Custard, Contents:  One U.S. Pint and 86 oz. Scoopers.  UPC 50005-48811.  Made by Barron County Organics, LLC, 10-Mile Organic and Local General Store, 796 29 3/4 Ave. Barronett, WI  54813.","3,855 pints and 148.5 Scoopers (86 oz.) total",Ingredients were not pasteurized after blending as required by State of Wisconsin.,20210203,20210217,20210609,20210224,"Batch #   00063020-011, 00071620-011.",
Terminated,Detroit,MI,United States,Class II,Food,78597,Rocky'S Historic Eastern Market,2489 Russell St,,48207-2631,Voluntary: Firm initiated,Letter,Domestic: MI,F-0504-2018,"DARK CHOCOLATE CHERRY, 16 oz., 25 pound bulk case","447, 1 lb units","Rockys Historic Eastern Market initiated a voluntary recall of DARK CHOCOLATE CHERRY, and DARK CHOCOLATE CRANBERRY due to undeclared allergen milk following a supplier's recall.",20171108,20171218,20180709,20171227,"Distributed between 7/15/2016 to 10/30/2017, there are no lot codes or UPC codes",
Terminated,Portsmouth,NH,United States,Class II,Food,77489,High Liner Foods Inc.,1 Highliner Ave,N/A,03801-4146,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide,F-2662-2017,"Whole Foods 12/12oz Oven Ready Breaded Calamari Rings,  Item Number: B1322","693,408 cases (total for all products)",Product may contain undeclared milk.,20170609,20170815,20171214,20170823,Lot Number: 0027114130,
Terminated,Sunrise,FL,United States,Class II,Food,75110,"IQ Formulations, LLC",523 Sawgrass Corporate Pkwy,N/A,33325-6259,Voluntary: Firm initiated,E-Mail,Unknown,F-1347-2017,"E.S.P. Pre-Workout, Energy Stimulant Pre-workout, Powder, 300 g, blue raspberry flavor  (UPC 764779-410728.","Approximately 34,100 containers","Products contain Picamilon and/or methylpentane citrate (DMBA),  which are not recognized as a dietary ingredients",20160816,20170125,20240920,20170201,"Lots: 1600807 (Exp 01/11/2019), 1520115 (Exp 12/26/2019), 1603701 (Exp 02/06/2019), 1603702 (Exp 02/06/2019), 1603901 (Exp 02/08/2019), 1603903 (Exp 02/08/2019), 1600806 (Exp 01/11/2019), 1603902 (Exp 02/09/2019), 1604602 (Exp 02/15/2019), 1604601 (Exp 02/15/2019), 1604701 (Exp 02/16/2019), 1604604 (Exp 02/15/2019), 1604603 (Exp 02/15/2019), 1604702 (Exp 02/22/2019), 1604404 (Exp 02/13/2019), 1605601 (Exp 02/25/2019), 1605510 (Exp 02/24/2019), 1605602 (Exp 03/03/2019), 1605509 (Exp 02/24/2019), 1619601 (Exp 07/14/2019), 1619601 (Exp 07/14/2019), 1620401 (Exp 07/22/2019), 1620402 (Exp 07/22/2019), 1620403 (Exp 07/22/2019), 1600708 (Exp 07/08/2019), 1603602 (Exp 02/05/2019), 1603604 (Exp 02/25/2019), 1603603 (Exp 02/05/2019), 1604205 (Exp 02/11/2019), 1604204 (Exp 02/11/2019), 1604203 (Exp 02/11/2019), 1604301 (Exp 02/12/2019), 1604302 (Exp 02/12/2019), 1604303 (Exp 02/12/2019), 1605307 (Exp 02/22/2019), 1605106 (Exp 02/20/2019), 1605105 (Exp 02/20/2019), 1605506 (Exp 02/24/2019), 1605507 (Exp 02/24/2019), 1605508 (Exp 02/24/2019), 1622304 (Exp 08/10/2019), 1603904 (Exp 02/08/2019), 1603905 (Exp 02/08/2019), 1604003 (Exp 02/09/2019), 1604004 (Exp 02/09/2019), 1604005 (Exp 02/09/2019), 1604002 (Exp 02/09/2019), 1604006 (Exp 02/09/2019), 1604806 (Exp 02/17/2019), 1604709 (Exp 02/16/2019), 1604708 (Exp 02/16/2019), 1604903 (Exp 02/18/2019), 1604805 (Exp 02/17/2019), 1604807 (Exp 02/17/2019), 1604003 (Exp 02/09/2019), 1605610 (Exp 02/25/2019), 1604001 (Exp 02/09/2019), 1600707 (Exp 01/09/2019), 1603204 (Exp 02/03/2019), 1603601 (Exp 02/05/2019), 1603509 (Exp 02/04/2019), 1604103 (Exp 02/10/2019), 1604201 (Exp 02/11/2019), 1604101 (Exp 02/10/2019), 1604202 (Exp 02/11/2019), 1604102 (Exp 02/10/2019), 1604104 (Exp 02/10/2019), 1605003 (Exp 02/19/2019), 1605002 (Exp 02/19/2019).1605007 (Exp 02/19/2019), 1604905 (Exp 02/18/2019), 1604906 (Exp 02/18/2019), 1604904 (Exp 02/18/2019), 1605001 (Exp 08/05/2019), 1622303 (Exp 08/10/2019).",
Terminated,Bend,OR,United States,Class III,Food,95346,My Chai Inc,1110 Se Centennial St Ste 6,N/A,97702-1344,Voluntary: Firm initiated,Telephone,Nationwide,F-0119-2025,"Oregon Orchards Banana Smoothie Mix. Product is packaged in the same square 0.5gallon HDPE plastic bottles and the volume is 68 fl oz.  Ingredients: Sugar, banana puree, water, natural flavor, citric acid, xanthan gum, sodium benzoate (to help protect flavor-1/10 of 1%), vanilla extract. Made by: MyChai, Inc. 1110 SE Centennial St. # 6, Bend, OR 97702  Up until fall of 2023, expiration dates were 2 years from the date of production. In the fall of 2023 expiration dates were extended an additional year to 3 years from the production date.",2355 jugs,Acidified product is recalled due to lack production record.,20240821,20241104,20260203,20241113,Batch numbers and Expiration Dates:  RC080321-BANASM 8/3/23 RC060321-BANASM 6/3/23 RC111921-BANASM 11/19/23 AH042822-BANASM 4/27/24 RC062422-BANASM 6/23/24 RC091622-BANASM 9/15/24 RC071523-BANASM 7/14/25 RC112023-BANASM 11/19/26,
Terminated,Irwindale,CA,United States,Class I,Food,63062,Ready Pac Foods Inc,4401 Foxdale St,N/A,91706-2161,Voluntary: Firm initiated,Press Release,"Nationwide to following US States and Canada: Alaska, Alabama, Arkansas, Arizona, California, Colorado, Connecticut, Delaware,  District of Columbia, Washington D.C., Florida, Georgia, Hawaii, Iowa, Idaho, Illinois, Indiana, Kentucky,  Louisiana, Massachusetts, Maryland, Michigan, Minnesota, Missouri, Mississippi, Montana, Nebraska,  Nevada, New Hampshire, New Jersey, New Mexico, New York, North Carolina, North Dakota, Ohio,  Oklahoma, Oregon, Pennsylvania, Rhode Island, South Carolina, South Dakota, Tennessee, Texas, Utah,  Virginia, Vermont, Washington, Wisconsin, Wyoming, and Canada.",F-2387-2012,"Starbucks¿ Seasonal Harvest Fruit Blend, 6oz, UPC 6211171390, Use by dates 8/22/2012 through 9/7/2012 and 9/4/2012 & 9/5/2012.","19,060 cases","Firm is voluntarily recalling, out of an abundance of caution, packaged fruit products containing mangoes, distributed through August 30th 2012, since they contain Daniella Brand mandoes, which have been recalled by supplier Splendid Products, due to potential contamination with Salmonella Braenderup.",20120831,20120924,20121025,20121003,"UPC 6211171390, Use by dates 8/22/2012 through 9/7/2012 and 9/4/2012 & 9/5/2012.",
Terminated,Norman Park,GA,United States,Class I,Food,95877,"Terry and Joe Baker Farms, LLC dba Baker Farms",3667 Ellenton Norman Park Rd,,31771-5025,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product was shipped to distribution centers in the following states: AL, AR, FL, GA, KY, LA, MS, TN & TX.",F-0302-2025,"Baker Farms CURLY MUSTARD 16 oz NET WT 16 oz UPC 8 13098 02018 4 Baker Farms 3667 Ellenton-Norman Park Road Norman Park, GA 31771",449cs/8/16oz bags,The firm was notified by the Texas Department of Agriculture that the product test positive for Listeria monocytogenes.,20241129,20241218,20260109,20241225,Lot code: bak144-6806 BEST BY 11-21-2024,
Terminated,Vernon,CA,United States,Class I,Food,73868,Simply Fresh Fruit,4383 Exchange Ave,N/A,90058-2619,Voluntary: Firm initiated,Letter,"Nationwide in US: AL, AZ, CA , CO, FL, GA, LA, MI, ND, OH, SC, TN, UT, VA",F-0890-2017,2/1 GL JAR SYSCO IMP. SPRING MIX,30 cases,Simply Fresh Fruit is recalling cantaloupe and fruit mixes with cantaloupe because they may be contaminated with Listeria monocytogenes.,20160414,20161222,20161227,20161228,5/4/2016,
Terminated,Brooklyn,NY,United States,Class II,Food,75808,Midwest International Corp,47 Bridgewater St # 57,N/A,11222-3820,Voluntary: Firm initiated,Letter,"IL, MA, TX thru 5 retail stores",F-1163-2017,"LONGAN ARIL, Net Wt: 7.4oz (210g), contains yellow and orange labeling",7 cartons/30 units,"The item is subject to Import Alert 21-04 in that it appears to bear or contain cyclamate and dulcin which are unsafe food additives, the item does not declare saccharin on it's labeling and the the product appears to contain or bear the following unsafe color additive such as FD&C Yellow #5 (C.I. No. 19140 - tartrazine) FD&C Red #3 (C.I. No. 45430 - Erythrosine), and Carmoisine (C.I. No. 14720 - former ext. D&C Red #10).",20161123,20170103,20180620,20170111,MFD 06/16/2016  EXP 06/15/2018,
Terminated,Chicago,IL,United States,Class II,Food,75129,"Gold Standard Baking, Inc.",3700 S Kedzie Ave,N/A,60632-2768,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide,F-0061-2017,"Archer Farms Strawberry Danish | NET WT 14 OZ  (397g) | Distributed by Target Corporation Minneapolis, MN 55403 | UPC 085239101094","1,619 cases",Presence of small metal shavings.,20160908,20161007,20190805,20161019,"Lot: 6196; Best By: July 13, 2017",
Terminated,Boardman,OR,United States,Class I,Food,75805,"Calbee North America, LLC",72600 Lewis & Clark Dr,N/A,97818,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Nationwide,F-0609-2017,"HARVEST SNAPS, SNAPEA CRISPS, BLACK PEPPER FLAVORED GREEN PEA CRISPS, NET WT 3.3 OZ (93g)",3588 units,One lot of black pepper flavored green pea crisps may contain wasabi ranch flavored green pea crisps which contain milk which is not declared on the black pepper flavored product.,20161116,20161207,20170125,20161214,"MAR3117 0141S, Exp 2017-03-31",
Terminated,Salinas,CA,United States,Class I,Food,61901,River Ranch Fresh Foods  LLC,1085 Abbott St,,93901-4501,Voluntary: Firm initiated,Press Release,Products were released for distribution in US and Canada.,F-1626-2012,"Sysco brand Garden with Romaine, 4 x 5 lb bag, UPC: n/a; Product is a salad item; bagged in clear polyethylene film (foodservice) and polypropylene/polyethylene (retail). Refrigerate and consume within Best By date. Product is processed and packaged by River Ranch Fresh Foods, LLC",,"River Ranch was notified that two separate samples of products pulled by the FDA which were produced by River Ranch, tested positive for Listeria monocytogenes.",20120518,20120808,20120919,20120815,Best By code dates between 12MAY2012 - 29MAY2012; 12MAY2012 - 22MAY2012. The code date is located in the upper right hand corner of the bags.,
Terminated,Frederick,MD,United States,Class I,Food,76586,"Dairy Maid Dairy, LLC",259 E 7th St,N/A,21701-5227,Voluntary: Firm initiated,Telephone,"Geographic areas of distribution: Maryland and Connecticut    The firm sold product to 14 of direct account customers. All direct account customers were distributors, schools, prisons, and similar institutions.",F-1567-2017,"Grove Fresh Pasteurized Apple Juice from concentrate, 4-ounce cartons, 100 % Pure.",N/A,The firm received several customer complaints regarding foreign material in the product.  The firm tested seven of the returned product units and found that they were positive for undeclared milk.  The product has been recalled due to undeclared milk.,20170216,20170303,20170602,20170315,Mar 08 PLT-24008,
Terminated,Conley,GA,United States,Class I,Food,93502,Renaissance Food Group,4322 Moreland Ave Bldg B,N/A,30288-2142,Voluntary: Firm initiated,E-Mail,"Product was shipped to the following states: AL, GA, FL, NC, SC",F-0636-2024,"Sprouts Tropical Fruit Blend NET WT 10 OZ (283g) UPC 8 26766 89490 1 Manutfactured Exclusively for Sprouts Farmers Market Phoenix, Arizona 90504",95cs/6/10 oz pkgs = 570 units,Salmonella,20231124,20231219,20240611,20231227,"SELL BY 11/1/2023, GHGA 297, SELL BY 11/8/2023, GHGA 304",
Terminated,Emeryville,CA,United States,Class I,Food,82050,Whole Foods Market,5980 Horton St Ste 200,N/A,94608-2057,Voluntary: Firm initiated,Other,Santa Rosa CA only,F-1139-2019,"Whole Foods Hipster Chipster Cookies;  9 oz. container with 6 cookies;  UPC 0247449 006990  Sold at Whole Foods, Yulupa Ave., Santa Rosa, CA",8 containers sold,Report of anaphylactic reaction reported following the consumption of mislabeled cookies - undeclared walnuts.,20190201,20190301,20190315,20190313,Sell by dates through 2-4-2019 on press as a precaution.  Last product produced had best by date of 1-29-18.,
Terminated,West Palm Beach,FL,United States,Class I,Food,73211,Garden Of Life Llc,4200 Northcorp Pkwy Ste 200,N/A,33410-4314,Voluntary: Firm initiated,Press Release,"Distributed nationwide throughout the U.S.A.      Also distributed internationally to the following countries: AU, BG, CA, CZ, DE, GB, HK, IE, IN, SE, SG, NL.",F-1330-2016,"Raw Meal Organic Vanilla Spiced Chai Powder; Organic Shake and Meal Replacement; 909 g, 455 g, and 10-ct tray (65 g each).  Packaged in plastic bottle with colored label.","Total (including all flavors) of 422,923 bottles/units",Products possibly contaminated with Salmonella,20160129,20160511,20240926,20160518,"Lot code (Exp Date): 47215500 (09/01/2017), 47215501 (09/01/2017), 47226300 (10/31/2017), 47247600 (10/31/2017), 47206000 (09/30/2017), 47215600 (08/31/2017), 47247601 (11/30/2017), 47202000 (08/01/2017), 47215400 (08/01/2017), 47183200 (08/01/2017), 47183201 (09/30/2017).",
Terminated,Westfield,MA,United States,Class II,Food,83178,"C & S Wholesale Grocers, Inc.",53 Summit Lock Road,53 Medieros Way,01085-9777,Voluntary: Firm initiated,Telephone,"Two Target Stores 1. 98 Veterans Memorial Highway in Commack, New York 2. 160 North Research Place in Central Islip, New York",F-1885-2019,SIMPLY LIGHT LEMONADE JUICE DRINK - 52 FL OZ  UPC: 2500010061,unknown,Products were not held at an appropriate temperature due to a mechanical malfunction during transportation.,20190617,20190724,20190731,20190731,"Exact codes are unknown. The product being recalled was sold on June 17, 2019 at Target Stores in Commack, NY and Central Islip, NY.",
